[2026-01-17T08:36:45.245+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-01-17T08:36:45.270+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: daily_news_collection.fetch_news_to_csv scheduled__2026-01-16T00:00:00+00:00 [queued]>
[2026-01-17T08:36:45.281+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: daily_news_collection.fetch_news_to_csv scheduled__2026-01-16T00:00:00+00:00 [queued]>
[2026-01-17T08:36:45.282+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2026-01-17T08:36:45.303+0000] {taskinstance.py:2330} INFO - Executing <Task(DfToCsvOperator): fetch_news_to_csv> on 2026-01-16 00:00:00+00:00
[2026-01-17T08:36:45.312+0000] {warnings.py:112} WARNING - This process (pid=142) is multi-threaded, use of fork() may lead to deadlocks in the child.

[2026-01-17T08:36:45.315+0000] {standard_task_runner.py:64} INFO - Started process 179 to run task
[2026-01-17T08:36:45.318+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'daily_news_collection', 'fetch_news_to_csv', 'scheduled__2026-01-16T00:00:00+00:00', '--job-id', '12', '--raw', '--subdir', 'DAGS_FOLDER/daily_news_collection.py', '--cfg-path', '/tmp/tmpyrdpn9ep']
[2026-01-17T08:36:45.327+0000] {standard_task_runner.py:91} INFO - Job 12: Subtask fetch_news_to_csv
[2026-01-17T08:36:45.417+0000] {task_command.py:426} INFO - Running <TaskInstance: daily_news_collection.fetch_news_to_csv scheduled__2026-01-16T00:00:00+00:00 [running]> on host d8c064bd46bc
[2026-01-17T08:36:45.624+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='daily_news_collection' AIRFLOW_CTX_TASK_ID='fetch_news_to_csv' AIRFLOW_CTX_EXECUTION_DATE='2026-01-16T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-01-16T00:00:00+00:00'
[2026-01-17T08:36:45.632+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-01-17T08:36:45.658+0000] {logging_mixin.py:188} INFO - Đang sử dụng thư viện: vnstock version 3.x
[2026-01-17T08:36:45.659+0000] {logging_mixin.py:188} INFO - Sẽ lấy tin tức cho ngày: 2026-01-17
[2026-01-17T08:36:45.668+0000] {logging_mixin.py:188} INFO - 
=== QUÉT TIN TỨC NGÀY 2026-01-16 (1 luồng) ===
[2026-01-17T08:36:45.670+0000] {logging_mixin.py:188} INFO - -> Đang quét 1731 mã
[2026-01-17T08:38:54.277+0000] {logging_mixin.py:188} INFO -   -> Đã xử lý 100/1731 mã (5.8%)
[2026-01-17T08:39:43.390+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy VGC: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:47:37.851+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TMB: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:47:41.191+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TLT: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:47:44.284+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TLP: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:47:47.409+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TLI: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:47:50.740+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TLH: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:47:53.943+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TLG: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:47:57.396+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TLD: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:48:01.508+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TL4: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:48:04.730+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TKU: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:48:08.165+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TKG: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:48:11.840+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TKC: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:48:14.934+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TKA: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:48:18.174+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TJC: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:48:22.430+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TIS: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:48:25.676+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TIP: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:48:30.080+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TIG: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:48:35.438+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TID: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:48:39.148+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy THW: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:48:42.290+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy THU: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:48:45.423+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy THT: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:48:48.904+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy THS: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:48:52.390+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy THP: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:48:55.517+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy THN: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:49:00.897+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy THG: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:49:04.034+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy THD: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:49:10.077+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TGP: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:49:13.314+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TGG: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:49:16.410+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TFC: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:49:19.653+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TET: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:49:24.440+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TEG: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:49:28.402+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TED: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:49:31.667+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TEC: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:49:34.921+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TDW: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:49:38.018+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TDT: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:49:41.416+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TDS: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:49:44.522+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TDP: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:49:48.841+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TDM: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:49:51.936+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TDI: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:49:55.040+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TDH: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:49:58.463+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TDG: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:50:01.951+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TDF: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:50:09.252+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TDB: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:50:12.475+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TD6: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:50:15.638+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TCX: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:50:18.732+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TCW: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:50:22.815+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TCT: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:50:26.513+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TCR: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:50:32.913+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TCM: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:50:36.033+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TCL: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:50:39.210+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TCK: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:50:42.698+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TCJ: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:50:49.684+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TCH: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:50:56.589+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TCB: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:51:02.423+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TBX: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:51:07.702+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TBT: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:51:10.861+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TBR: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:51:13.985+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TBH: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:51:18.080+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TBD: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:51:21.175+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TBC: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:51:24.320+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TB8: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:51:28.025+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TAW: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:51:33.675+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TAP: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:51:37.241+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TAN: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:51:41.104+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TAL: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:51:45.367+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TAG: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:51:49.059+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TAC: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:51:52.156+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TAB: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:51:55.839+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TA9: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:51:58.961+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TA6: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:52:02.304+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy TA3: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:52:05.395+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy T12: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:52:08.546+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SZL: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:52:11.667+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SZG: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:52:16.897+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SZE: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:52:20.730+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SZC: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:52:23.853+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SZB: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:52:27.398+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SWC: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:52:36.202+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SVL: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:52:39.601+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SVI: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:52:42.970+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SVH: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:52:46.226+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SVG: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:52:49.228+0000] {logging_mixin.py:188} INFO -   -> Đã xử lý 400/1731 mã (23.1%)
[2026-01-17T08:52:51.702+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy STW: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:52:55.331+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy STT: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:52:58.433+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy STS: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:53:01.526+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy STP: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:53:04.621+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy STL: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:53:07.718+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy STK: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:53:11.104+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy STH: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:53:14.194+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy STG: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:53:17.617+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy STC: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:53:21.129+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy STB: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:53:24.384+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy ST8: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:53:27.484+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SSU: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:53:30.594+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SSN: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:53:33.870+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SSM: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:53:38.717+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SSH: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:53:42.051+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SSG: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:53:45.147+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SSF: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:53:48.436+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SSC: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:53:51.529+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SSB: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:53:55.243+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SRT: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:53:58.423+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SRF: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:54:02.810+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SRB: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:54:07.200+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SQC: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:54:11.460+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SPV: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:54:14.558+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SPP: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:54:17.661+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SPM: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:54:21.139+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SPI: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:54:24.642+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SPH: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:54:28.820+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SPD: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:54:32.573+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SPC: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:54:35.994+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SPB: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:54:39.382+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SPA: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:54:42.527+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SP2: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:54:45.625+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SON: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:54:48.846+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SNZ: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:54:51.958+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SNC: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:55:01.496+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SMC: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:55:05.750+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SMB: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:55:09.993+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SMA: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:55:13.086+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SLS: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:55:16.211+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SLD: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:55:19.301+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SKV: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:55:22.403+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SKN: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:55:25.501+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SKH: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:55:28.623+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SKG: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:55:31.722+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SJS: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:55:35.111+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SJM: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:55:41.650+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SJD: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:55:46.977+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SIV: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:55:50.231+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SIP: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:55:53.711+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SII: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:55:57.254+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SIG: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:56:00.357+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SID: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:56:03.440+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SIC: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:56:06.674+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SHX: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:56:10.055+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SHS: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:56:14.085+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SHN: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:56:17.607+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SHI: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:56:20.865+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SHG: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:56:24.093+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SHE: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:56:28.859+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SHB: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:56:32.478+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SHA: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:56:35.748+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SGT: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:56:39.861+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SGS: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:56:45.381+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SGR: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:56:48.849+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SGP: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:56:51.952+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SGO: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:56:55.088+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SGN: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
[2026-01-17T08:56:58.212+0000] {logging_mixin.py:188} INFO -   -> Lỗi khi lấy SGI: Failed to fetch data: 429 - Too Many Requests | ngủ 3.0s
